f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,class
52,119,269,85,52,346,976,261,128,47681,96428,34010,8569,69570,123038,29677,619856,6,14,1671,9,3118,935,2642,202,153,6,7,label-4
52,107,285,93,52,98,141,42,157,35241,62818,30383,61235,61867,62989,795,246692,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,247,429,156,15,39987,79212,32390,33,63209,106431,31682,439864,6,12,1341,7,1729,709,1357,202,153,4,5,label-4
52,107,285,93,52,98,141,42,131,35548,64170,30660,60955,62628,64309,1369,248837,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,162,42893,93885,34322,9113,68531,122199,33477,471825,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,109,35655,64611,30756,61502,62983,64858,1397,249591,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,143,38953,79194,30377,8352,61374,105006,28176,428491,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,183,34976,62560,30126,60302,61374,62789,1043,244838,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,316,976,267,95,45624,83289,31830,7543,66399,103707,25690,593113,6,14,1671,9,2846,935,2370,202,153,6,7,label-4
52,107,285,93,52,98,141,42,143,35510,62428,30614,62076,62303,62578,207,248574,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,348,976,261,240,45475,83925,31433,9313,66347,112843,26950,591183,6,14,1639,9,3134,903,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,181,35318,62623,30421,60909,61918,62844,792,247227,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,342,960,256,156,45623,84980,31658,9555,66555,112815,26874,593099,6,14,1655,9,3086,919,2610,202,153,6,7,label-4
52,107,285,93,52,98,141,42,145,35361,63624,30412,61093,62392,64093,1257,247531,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,348,976,261,218,47676,98840,33133,16007,69869,109763,27179,619792,6,14,1671,9,3134,935,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,128,35239,62512,30386,60942,61394,62007,449,246675,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,348,976,261,122,45596,83904,31599,8368,66499,107499,26243,592754,6,14,1639,9,3134,903,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,131,34792,61129,29990,60610,60975,61352,303,243545,6,8,859,4,394,435,178,202,89,2,2,label-4
52,114,269,85,52,244,413,153,139,60486,293585,75936,10284,110930,361274,115673,725837,6,13,1482,7,1713,798,1341,202,153,5,5,label-4
52,111,269,88,52,205,413,140,108,38812,73390,29364,9753,61037,103507,27374,426942,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,132,35729,64820,30805,61315,62838,65006,1574,250103,6,8,859,4,394,435,178,202,89,2,2,label-4
52,101,285,90,52,98,141,42,142,65235,267261,81811,62442,153356,330733,125437,521886,6,9,911,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,266,960,258,103,60028,257087,64443,19121,72018,152709,40376,780374,6,14,1671,11,2934,935,2354,202,153,6,7,label-4
52,199,569,134,52,321,1432,354,50,1937597,20668667,3669302,15,2166808,20800643,3879386,604654762,6,313,62316,280,90100,46032,75520,517,1380,203,107,label-4
52,107,285,93,52,98,141,42,127,34915,61417,30087,60561,60999,61286,314,244409,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,348,976,261,130,45475,82628,31547,8267,66333,107513,26199,591181,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,118,269,84,52,348,976,261,140,46363,88111,32352,10904,67610,103912,25273,602727,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,125,35717,63039,30789,61902,62720,63273,590,250023,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,292,976,262,145,62263,286149,71445,9342,74845,181841,47707,809430,6,14,1671,11,3222,935,2642,202,153,6,7,label-4
52,123,269,85,52,385,976,311,155,49624,83916,32354,61130,76490,105190,14022,595490,6,13,1603,8,3082,919,2658,202,153,6,6,label-4
52,111,269,88,52,247,429,156,108,38975,79715,30393,8356,61407,105506,28290,428725,6,12,1341,7,1729,709,1357,202,153,4,5,label-4
52,111,269,88,52,205,413,140,153,39353,77722,31233,8857,61890,98392,26657,432893,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,138,36038,67790,31145,61196,63699,67934,3010,252268,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,146,38857,77874,30675,7821,61088,100954,27423,427437,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,118,269,84,52,316,976,267,105,46219,90261,32377,9347,67269,104566,25888,600858,6,14,1655,9,2846,919,2370,202,153,6,7,label-4
52,107,285,93,52,98,141,42,160,34700,60899,29886,60313,60829,61110,365,242905,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,348,976,261,131,45579,82579,31961,6896,66539,109505,26818,592532,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,182,35657,63300,30710,62123,62827,63489,558,249603,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,346,976,261,160,45996,84459,32107,7030,67167,111523,27471,597948,6,14,1671,9,3118,935,2642,202,153,6,7,label-4
52,119,269,85,52,348,976,261,135,46681,84754,32187,8636,68213,117753,28502,606860,6,14,1671,9,3134,935,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,170,35843,63768,30876,61728,62384,63187,604,250901,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,348,976,261,239,46549,86747,32673,13603,67993,106876,24925,605138,6,14,1639,9,3134,903,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,140,35052,62693,30209,60769,61656,62904,907,245369,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,242,413,151,224,40901,86528,32410,7617,63003,112239,30354,449914,6,12,1341,7,1697,709,1325,202,153,4,5,label-4
52,107,285,93,52,89,141,42,120,66496,278932,91335,62524,101071,175844,46260,465472,6,8,859,5,446,435,178,202,89,2,2,label-4
52,111,269,88,52,212,461,150,165,41809,86262,30033,29737,66260,93376,19273,459907,6,12,1341,7,1489,709,1117,202,153,4,5,label-4
52,111,269,88,52,205,413,140,150,39544,80903,28954,23839,62246,105720,24176,434994,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,118,269,84,52,319,960,265,108,46972,90103,36043,11559,68834,90060,24245,610648,6,14,1655,9,2878,919,2402,202,153,6,7,label-4
52,107,285,93,52,98,141,42,171,34942,61778,30076,60476,61296,62044,642,244596,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,346,976,261,201,46341,86265,31790,12455,67787,116997,27513,602441,6,14,1671,9,3118,935,2642,202,153,6,7,label-4
52,107,285,93,52,98,141,42,149,35524,62828,30621,61629,62346,63004,562,248672,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,348,976,261,177,47167,95833,32460,18397,68993,116475,27197,613177,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,153,35216,61695,30354,61373,61661,61848,206,246516,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,101,34660,62442,29891,59768,60987,62603,1190,242625,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,165,35867,66487,30931,61138,63110,66667,2519,251073,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,247,429,156,138,40301,84464,33331,8793,63137,98661,27291,443321,6,12,1341,7,1729,709,1357,202,153,4,5,label-4
52,107,285,93,52,98,141,42,150,35724,63684,30802,61818,62586,63847,898,250072,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,107,39385,76175,30676,7569,62062,102736,27991,433244,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,172,35336,62195,30434,61239,61727,62280,427,247357,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,154,40093,85190,30703,13188,63344,112282,28752,441032,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,94,35456,62988,30569,61034,62149,63236,899,248194,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,316,976,267,157,45997,83648,31928,11004,67094,99676,24457,597962,6,14,1655,9,2846,919,2370,202,153,6,7,label-4
52,118,269,84,52,348,976,261,99,46387,92007,32579,8598,67748,111507,27781,603035,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,118,269,84,52,348,976,261,98,45874,80807,31171,12486,66924,109734,25472,596374,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,118,269,84,52,344,960,257,96,45705,86318,31696,9091,66748,110493,26830,594165,6,14,1655,9,3102,919,2626,202,153,6,7,label-4
52,107,285,93,52,98,141,42,159,35912,63600,30723,62307,63154,63767,618,251390,6,8,859,4,394,435,178,202,89,2,2,label-4
40,105,269,81,52,333,976,240,131,54530,267669,62420,15225,81077,268176,67356,872495,6,17,1799,11,3672,919,3092,202,153,6,9,label-4
52,111,269,88,52,247,429,156,138,39979,82555,31558,6848,62995,108508,29622,439775,6,12,1341,7,1729,709,1357,202,153,4,5,label-4
52,107,285,93,52,98,141,42,164,35265,62344,30380,61171,61817,62568,575,246856,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,92,52,171,413,139,132,55761,186124,52561,8097,82871,181161,58118,724902,6,14,1662,9,1545,926,1069,202,153,5,5,label-4
52,107,285,93,52,98,141,42,126,35246,62385,30390,61170,61830,62513,548,246727,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,152,39045,78940,30220,8608,61544,106482,28489,429498,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,154,35707,62645,30766,62038,62544,62859,361,249954,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,318,976,267,154,44473,81735,30241,10084,64739,105732,25207,578154,6,14,1639,9,2862,903,2386,202,153,6,7,label-4
52,107,285,93,52,98,141,42,122,36067,64857,31115,62033,63454,65070,1247,252470,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,291,960,258,220,49362,108393,35883,6134,57997,115766,36560,641717,6,14,1671,11,3206,935,2626,202,153,6,7,label-4
52,107,285,93,52,98,141,42,113,35476,63034,30583,61336,62355,63224,778,248334,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,104,35057,62808,30237,60449,61565,63009,1070,245399,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,269,86,52,222,429,159,95,58756,268211,69841,7509,92107,268223,77547,705080,6,13,1393,8,1781,709,1357,202,153,4,5,label-4
52,107,285,93,52,98,141,42,109,35319,62096,30453,61345,61967,62333,442,247236,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,145,39695,81073,30574,9378,62550,109744,29120,436650,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,126,34513,60609,29744,60500,60636,60748,102,241591,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,225,40908,83994,33052,8348,64770,100128,28421,449996,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,172,36591,65459,31526,63595,64802,65644,875,256141,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,316,976,267,140,45121,82545,33654,7560,65790,87026,23795,586577,6,14,1639,9,2846,903,2370,202,153,6,7,label-4
52,107,285,93,52,98,141,42,174,35951,64626,30955,61492,63478,64803,1430,251663,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,342,960,256,142,45185,81618,31301,8080,65902,106307,25995,587407,6,14,1655,9,3086,919,2610,202,153,6,7,label-4
52,107,285,93,52,98,141,42,133,34596,61587,29829,60098,60795,61782,717,242176,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,164,35144,62205,30274,60856,61676,62423,641,246008,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,350,976,261,130,45909,89591,31865,10817,66997,106986,25968,596823,6,14,1639,9,3150,903,2674,202,153,6,7,label-4
52,107,285,93,52,98,141,42,147,34496,60647,29725,59846,60487,60814,453,241473,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,344,960,257,180,46719,89643,33065,9057,68259,116405,28348,607357,6,14,1655,9,3102,919,2626,202,153,6,7,label-4
52,107,285,93,52,98,141,42,106,37455,71087,32388,60752,65669,71383,4376,262186,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,131,35896,64192,30955,61537,62365,62886,592,251277,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,145,38941,75333,31249,7511,61135,94759,26412,428355,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,138,35402,66044,30551,60048,60593,61127,440,247815,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,128,40961,94375,32687,10878,64935,118708,31224,450581,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,123,285,99,52,98,141,42,148,65802,270105,82686,61512,154691,338408,129911,526417,6,9,1113,4,394,637,178,202,89,3,2,label-4
52,118,269,84,52,314,960,263,131,48252,99155,33713,13822,70679,109720,26837,627285,6,14,1655,9,2830,919,2354,202,153,6,7,label-4
52,107,285,93,52,98,141,42,103,34957,61591,30146,61297,61486,61830,243,244701,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,344,960,257,156,47379,87965,33371,6778,69123,112737,28187,615936,6,14,1655,9,3102,919,2626,202,153,6,7,label-4
52,107,285,93,52,98,141,42,157,35298,62084,30378,61735,61970,62274,225,247090,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,154,36942,72967,32059,60984,61884,62652,687,258599,6,8,859,4,394,435,178,202,89,2,2,label-4
52,123,269,85,52,317,976,283,139,69837,294986,75093,10556,86383,187674,45728,838048,6,13,1603,10,3170,919,2642,202,514,6,6,label-4
52,107,285,93,52,98,141,42,192,38508,77850,33500,63348,68933,78071,6514,269557,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,346,960,257,101,47415,92017,33788,7849,69391,120196,29668,616403,6,14,1639,9,3118,903,2642,202,153,6,7,label-4
52,101,285,90,52,89,141,42,148,79081,308168,94730,61596,136455,308167,99872,632649,6,9,911,5,446,435,178,202,89,2,2,label-4
52,111,269,88,52,244,413,153,15,49658,135136,45802,35,80873,162387,49743,546245,6,12,1341,7,1713,709,1341,202,153,4,5,label-4
52,111,269,88,52,205,413,140,146,40384,93804,31250,14563,63854,122471,31438,444230,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,127,35683,62718,30783,61893,62484,62883,426,249787,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,152,39330,76341,30910,7262,61822,100967,27692,432640,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,100,35736,63841,30829,61419,63057,64018,1164,250156,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,314,960,263,106,45509,82216,31643,8720,66310,106483,25816,591629,6,14,1655,9,2830,919,2354,202,153,6,7,label-4
52,117,269,83,52,348,976,261,137,46459,82676,32818,10316,67780,102984,24832,603968,6,14,1639,9,3134,903,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,123,35681,65256,30772,61557,62949,65382,1725,249768,6,8,859,4,394,435,178,202,89,2,2,label-4
52,110,455,108,52,348,960,258,169,110559,1023490,247015,355,68394,184321,53552,1658394,6,16,1767,9,3134,919,2658,403,153,5,7,label-4
52,107,285,93,52,98,141,42,110,35469,63091,30593,61175,62406,63300,899,248284,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,346,976,261,100,45930,83036,32054,8032,67029,107162,26232,597092,6,14,1655,9,3118,919,2642,202,153,6,7,label-4
52,107,285,93,52,98,141,42,136,35143,62150,30308,60887,61648,62301,582,246003,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,348,976,261,343,46101,87875,31442,13474,67303,111202,26227,599321,6,14,1671,9,3134,935,2658,202,153,6,7,label-4
52,107,269,86,52,222,429,159,132,36360,66379,28144,19405,53593,66757,16055,436321,6,13,1393,8,1781,709,1357,202,153,4,5,label-4
52,107,285,93,52,98,141,42,154,35157,62568,30292,60844,61718,62770,796,246102,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,171,413,139,122,60088,284790,77497,8363,75005,176890,51311,660969,6,12,1341,9,1545,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,170,35950,64288,30995,62656,63617,64474,745,251655,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,269,86,52,164,461,146,161,68541,290670,80935,25607,84653,290667,76334,822500,6,13,1393,10,1645,709,1117,202,153,4,5,label-4
52,107,285,93,52,98,141,42,131,35750,63853,30822,61841,62804,63979,885,250255,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,316,976,267,106,45779,85136,32374,6791,66864,107546,26913,595138,6,14,1671,9,2846,935,2370,202,153,6,7,label-4
52,107,285,93,52,98,141,42,134,40671,97521,36942,61042,74562,97775,16488,284702,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,348,976,261,110,45033,83491,31129,7574,65644,106305,26149,585432,6,14,1639,9,3134,903,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,187,35464,63861,30521,61155,62560,64204,1256,248251,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,342,960,256,92,47442,87910,32923,8738,69005,108392,26624,616752,6,14,1655,9,3086,919,2610,202,153,6,7,label-4
52,107,285,93,52,98,141,42,104,36492,68160,31531,60877,62431,64054,1297,255447,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,348,976,261,93,46422,87914,32711,8986,67810,106796,26451,603489,6,14,1639,9,3134,903,2658,202,153,6,7,label-4
52,107,285,93,52,83,141,41,122,65953,278475,91208,15,80167,178208,58607,461677,6,8,859,6,498,435,178,202,89,2,2,label-4
52,119,269,85,52,342,960,256,93,45799,88784,31927,9328,66881,108698,26654,595393,6,14,1671,9,3086,935,2610,202,153,6,7,label-4
52,107,285,93,52,98,141,42,121,44804,78956,38648,77795,78228,78597,330,313634,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,222,429,159,140,65261,284621,79335,9780,91371,158674,43828,717880,6,12,1341,8,1781,709,1357,202,153,4,5,label-4
52,107,285,93,52,98,141,42,166,43129,75674,37190,75116,75531,75854,308,301908,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,134,45623,90375,37997,6974,71346,105459,30509,501863,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,111,269,88,52,205,413,140,154,40220,85363,31425,8320,63558,114397,30846,442427,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,132,35626,62564,30708,61876,62396,62727,372,249386,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,316,976,267,164,45609,85552,31236,10889,66494,105705,25485,592921,6,14,1639,9,2846,903,2370,202,153,6,7,label-4
52,107,285,93,52,98,141,42,147,35229,62914,30369,60836,61897,63079,919,246603,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,342,960,256,113,45820,81908,31709,8444,66842,110963,26809,595671,6,14,1655,9,3086,919,2610,202,153,6,7,label-4
52,118,269,84,52,344,960,257,112,45402,84046,31900,4501,66277,105467,26911,590228,6,14,1655,9,3102,919,2626,202,153,6,7,label-4
52,118,269,84,52,346,976,261,94,46751,88479,32936,7839,68288,110979,27366,607769,6,14,1655,9,3118,919,2642,202,153,6,7,label-4
52,107,285,93,52,98,141,42,125,34897,61667,30090,60549,61199,61847,529,244285,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,247,429,156,104,39357,80018,30127,9493,62086,110516,29394,432931,6,12,1341,7,1729,709,1357,202,153,4,5,label-4
52,107,285,93,52,98,141,42,143,35241,62116,30371,61742,61951,62276,232,246688,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,176,39290,77008,30988,8243,61695,99447,27028,432193,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,137,35324,62188,30438,61341,61922,62407,440,247273,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,205,413,140,153,39297,77282,28544,23212,61974,103524,23845,432275,6,12,1341,7,1441,709,1069,202,153,4,5,label-4
52,118,269,84,52,316,976,267,151,46947,87727,33291,8764,68640,113701,27872,610319,6,14,1655,9,2846,919,2370,202,153,6,7,label-4
52,107,285,93,52,98,141,42,149,35313,64850,30470,60295,62314,65047,2004,247194,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,342,960,256,135,46239,86526,32556,6807,67406,106758,26808,601108,6,14,1655,9,3086,919,2610,202,153,6,7,label-4
52,124,269,87,52,346,976,261,130,69623,279968,68990,8046,122970,367170,105048,1044345,6,16,1989,9,3118,1137,2642,202,153,7,7,label-4
52,117,269,83,52,275,976,260,147,52521,136071,41724,3302,56525,106956,37030,682785,6,14,1639,12,3306,903,2674,202,153,6,7,label-4
52,107,285,93,52,98,141,42,136,35383,65027,30544,60264,62347,65158,2063,247682,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,244,413,153,132,39121,79837,30539,8519,61590,105263,28170,430336,6,12,1341,7,1713,709,1341,202,153,4,5,label-4
52,107,285,93,52,98,141,42,155,35026,62402,30186,60532,61533,62621,854,245188,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,104,35651,62860,30732,61406,62418,63031,721,249563,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,108,36690,66234,31680,62087,63538,66291,1947,256834,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,314,960,263,157,46825,87032,33663,7571,68518,108691,27516,608727,6,14,1671,9,2830,935,2354,202,153,6,7,label-4
52,107,285,93,52,98,141,42,103,35537,62327,30658,61789,62151,62490,286,248761,6,8,859,4,394,435,178,202,89,2,2,label-4
52,123,285,99,52,98,141,42,105,66125,281470,86243,60794,155327,343689,133192,529006,6,9,1113,4,394,637,178,202,89,3,2,label-4
52,113,269,82,52,316,960,257,138,62250,297144,72126,7849,92881,332863,89653,896115,6,15,1707,10,3166,919,2626,202,153,6,7,label-4
52,118,269,84,52,292,976,262,95,47661,106564,34663,4092,55841,128134,35541,619598,6,14,1655,11,3222,919,2642,202,153,6,7,label-4
52,123,269,87,52,299,976,264,102,45246,98278,35927,6188,60858,151380,42448,678692,6,16,1976,11,3298,1136,2706,202,153,7,7,label-4
52,107,269,86,52,222,429,159,105,59279,284450,73843,7222,93007,284453,82432,711350,6,13,1393,8,1781,709,1357,202,153,4,5,label-4
52,107,285,93,52,98,141,42,135,36116,66122,31164,61755,63720,66335,1925,252817,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,122,40004,75412,34756,65971,72311,75545,4483,280032,6,8,859,4,394,435,178,202,89,2,2,label-4
52,114,269,83,52,268,976,262,184,45354,90866,35383,5553,56033,111655,34380,634969,6,15,1723,11,2950,935,2370,202,153,6,7,label-4
52,107,285,93,52,98,141,42,164,35780,64086,30835,61597,63156,64280,1137,250465,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,348,976,261,99,50104,100550,36342,6081,73714,129061,32225,651361,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,141,37233,70173,32246,61303,66477,70345,3805,260633,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,350,976,261,254,48286,88038,36390,6934,70851,96709,25706,627723,6,14,1639,9,3150,903,2674,202,153,6,7,label-4
52,107,285,93,52,98,141,42,124,35016,62691,30201,60273,61504,62897,1077,245116,6,8,859,4,394,435,178,202,89,2,2,label-4
52,117,269,83,52,344,960,257,143,46181,84270,31956,7533,67495,109411,26744,600353,6,14,1639,9,3102,903,2626,202,153,6,7,label-4
52,107,285,93,52,98,141,42,172,35264,62247,30356,61480,61974,62477,407,246853,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,82,52,274,960,258,145,456559,5100087,1256383,1484,617016,5185835,1463742,6848398,6,16,1896,12,3290,1056,2658,202,153,7,7,label-4
52,107,285,93,52,98,141,42,143,67389,126955,58398,110711,114931,119073,3414,471729,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,164,47738,104991,43805,62293,76392,101293,17658,334168,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,316,976,267,111,51670,100896,37110,10107,76191,114772,29849,671722,6,14,1655,9,2846,919,2370,202,153,6,7,label-4
52,107,285,93,52,98,141,42,204,43650,92094,38535,61870,74820,92498,12943,305551,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,83,141,41,133,65890,274831,89961,2371,79965,170432,55716,461232,6,8,859,6,498,435,178,202,89,2,2,label-4
52,118,269,84,52,348,976,261,102,46770,83224,32016,8580,68331,112995,27326,608016,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
52,107,285,93,52,98,141,42,135,35502,65075,30584,60637,62580,65418,2051,248517,6,8,859,4,394,435,178,202,89,2,2,label-4
52,119,269,85,52,344,960,257,261,46026,86763,31857,10096,67251,110006,26732,598348,6,14,1671,9,3102,935,2626,202,153,6,7,label-4
52,107,285,93,52,98,141,42,125,35123,62673,30287,60652,61667,62808,884,245867,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,101,35666,63194,30727,62486,62801,63394,419,249662,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,247,429,156,168,40444,87867,30543,18570,63898,113787,27767,444887,6,12,1341,7,1729,709,1357,202,153,4,5,label-4
52,107,285,93,52,98,141,42,107,34963,61475,30111,60520,61314,61727,561,244747,6,8,859,4,394,435,178,202,89,2,2,label-4
52,111,269,88,52,186,413,140,139,45441,139553,41962,14307,62751,104380,28429,499861,6,12,1341,8,1493,709,1069,202,153,4,5,label-4
52,107,285,93,52,98,141,42,162,35761,63425,30808,61866,62910,63639,757,250329,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,129,36061,68004,31182,61553,63774,68145,3090,252431,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,316,976,267,159,48103,95421,32864,32972,70378,107417,24929,625344,6,14,1655,9,2846,919,2370,202,153,6,7,label-4
52,107,285,93,52,98,141,42,138,35860,66038,30945,61673,63188,66203,2131,251023,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,145,35135,62046,30271,61121,61591,62247,477,245948,6,8,859,4,394,435,178,202,89,2,2,label-4
52,107,285,93,52,98,141,42,142,35361,62423,30467,61664,62155,62574,375,247531,6,8,859,4,394,435,178,202,89,2,2,label-4
52,118,269,84,52,348,976,261,18,50043,105934,37482,49,72741,105652,30179,650562,6,14,1655,9,3134,919,2658,202,153,6,7,label-4
